ID,EZI_ROAD_NAME,ROAD_NAME,ROAD_TYPE,AGE_LESS_THAN_15YRS_PCNT,AGE_15_24YRS_PCNT,AGE_25_44YRS_PCNT,AGE_45_64YRS_PCNT,AGE_18YRS_OVER_PCNT,AGE_65YRS_OVER_PCNT,SEO_PERSONS_PCNT,FC_COUPLE_NO_CHILDREN_PCNT,FC_COUPLE_WITH_CHILDREN_PCNT,FC_SINGLE_PARENT,CARS_ZERO_HH_PCNT,CARS_ONE_HH_PCNT,CARS_TWO_OR_MORE_HH_PCNT,DWELLING_SEP_HOUSE_PCNT,DWELLING_SEMID_RO_OR_TCE_H_TH_P,DWELLING_FLAT_UNIT_APART_PCNT,OCCUPATION_WHITE_COLLAR_PCNT,OCCUPATION_BLUE_COLLAR_PCNT,SEIFA,Commercial%,Industrial%,Residential%,Parkland%,Primary_Production%,Lq_Licenses,Intersection,Supermarket,primary_school,secondary_school,km_post,traffic_signal,Blackspot
3540,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.150684932,0.109589041,0.146118721,0.381278539,0.796803653,0.212328767,0.87755102,0.453781513,0.394957983,0.100840336,0.01875,0.1875,0.71875,1,0,0,0.531578947,0.410526316,929,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
8295,SMITHS BEACH ROAD,SMITHS BEACH,ROAD,0.168141593,0.053097345,0.212389381,0.300884956,0.814159292,0.265486726,0.803571429,0.365384615,0.403846154,0.211538462,0.034090909,0.340909091,0.590909091,1,0,0,0.670454545,0.306818182,975,0,0,0.6776974,0.3223026,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
1590,INVERLEIGH-WINCHELSEA ROAD,INVERLEIGH-WINCHELSEA,ROAD,0.205816555,0.100671141,0.266219239,0.281879195,0.767337808,0.14541387,0.96043956,0.390625,0.4609375,0.1328125,0.031055901,0.267080745,0.701863354,0.981595092,0.018404908,0,0.557603687,0.442396313,980,0,0,1,0,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
6014,MOE-RAWSON ROAD,MOE-RAWSON,ROAD,0.161425577,0.125786164,0.199161426,0.36687631,0.79245283,0.146750524,0.93081761,0.479166667,0.416666667,0.111111111,0.016129032,0.139784946,0.817204301,1,0,0,0.599156118,0.383966245,1001,0,0,0,0.450096621,0.549903379,0,non-Intersection,0,0,0,0,0,non-Blackspot
4885,YENDON NO 2 ROAD,YENDON NO 2,ROAD,0.230769231,0.081196581,0.175213675,0.324786325,0.747863248,0.188034188,0.897119342,0.424242424,0.424242424,0.090909091,0,0.155844156,0.805194805,0.963414634,0,0,0.694444444,0.287037037,989,0,0,0,0,0.898524535,0,non-Intersection,0,0,0,0,0,non-Blackspot
1861,RAGLAN STREET,RAGLAN,STREET,0.175040519,0.142625608,0.160453809,0.369529984,0.761750405,0.152350081,0.90923825,0.402234637,0.491620112,0.05027933,0,0.157068063,0.816753927,1,0,0,0.665653495,0.328267477,1061,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6610,ALFRED STREET,ALFRED,STREET,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0.004162299,0.671474103,0.045875707,0.05049547,0,3,non-Intersection,0,0,0,0,0,Blackspot
1600,TERRIER ROAD,TERRIER,ROAD,0.268758527,0.070941337,0.312414734,0.263301501,0.708049113,0.084583902,0.941340782,0.380487805,0.590243902,0.048780488,0,0.133603239,0.834008097,1,0,0,0.605128205,0.38974359,1085,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
7842,RUSSELLS BRIDGE ROAD,RUSSELLS BRIDGE,ROAD,0.236923077,0.16,0.224615385,0.28,0.664615385,0.098461538,0.933130699,0.373493976,0.530120482,0.048192771,0,0.157407407,0.814814815,1,0,0,0.624203822,0.375796178,1071,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6629,DRUMMOND STREET,DRUMMOND,STREET,0.270386266,0.128755365,0.214592275,0.248927039,0.712446352,0.137339056,0.987124464,0.25862069,0.672413793,0.155172414,0,0.176470588,0.823529412,1,0,0,0.478632479,0.478632479,977,0,0,0.650291029,0,0.349708971,0,non-Intersection,0,0,0,0,0,non-Blackspot
9731,HAYWOOD ROAD,HAYWOOD,ROAD,0.221774194,0.052419355,0.181451613,0.330645161,0.774193548,0.213709677,0.853556485,0.419354839,0.35483871,0.129032258,0,0.170454545,0.795454545,1,0,0,0.678571429,0.380952381,938,0,0,0,0.138050297,0.861949703,0,non-Intersection,0,0,0,0,0,non-Blackspot
5339,GREVILLEA DRIVE,GREVILLEA,DRIVE,0.219239374,0.102908277,0.279642058,0.243847875,0.731543624,0.154362416,0.925339367,0.404761905,0.507936508,0.071428571,0.020547945,0.198630137,0.760273973,1,0,0,0.618090452,0.366834171,987,0,0,0.999401872,0,0.000598128,0,non-Intersection,0,0,0,0,0,non-Blackspot
8600,QUEEN STREET,QUEEN,STREET,0.144638404,0.092269327,0.19201995,0.289276808,0.835411471,0.281795511,0.874680307,0.432692308,0.346153846,0.163461538,0.114457831,0.415662651,0.427710843,0.759036145,0.090361446,0.114457831,0.644444444,0.355555556,984,0.610652214,0.111890957,0.006780808,0,0,11,Intersection,0,0,0,0,0,Blackspot
7950,WESTERN FREEWAY,WESTERN,FREEWAY,0.175308642,0.098765432,0.222222222,0.325925926,0.785185185,0.177777778,0.926470588,0.441441441,0.513513514,0.099099099,0,0.142857143,0.827067669,1,0,0,0.629807692,0.370192308,1025,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6304,WARATAH DRIVE,WARATAH,DRIVE,0.097799511,0.122249389,0.158924205,0.310513447,0.848410758,0.310513447,0.961352657,0.5546875,0.2890625,0.1015625,0.018518519,0.290123457,0.660493827,0.918128655,0,0.081871345,0.688888889,0.277777778,988,0,0,1,0,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
509,GRANT STREET,GRANT,STREET,0.145124717,0.099773243,0.183673469,0.299319728,0.818594104,0.272108844,0.874720358,0.321428571,0.348214286,0.241071429,0.092682927,0.448780488,0.4,0.527093596,0.472906404,0,0.61452514,0.290502793,952,0.410884561,0,0.549542529,0,0,7,Intersection,0,0,0,0,1,Blackspot
2400,GURDIES-ST HELIER ROAD,GURDIES-ST HELIER,ROAD,0.162995595,0.077092511,0.162995595,0.332599119,0.806167401,0.264317181,0.892134831,0.513043478,0.330434783,0.104347826,0.016949153,0.288135593,0.655367232,0.937142857,0.045714286,0,0.648044693,0.407821229,946,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2264,DOMAIN ROAD,DOMAIN,ROAD,0.230038023,0.098859316,0.342205323,0.264258555,0.724334601,0.064638783,0.911196911,0.290076336,0.580152672,0.114503817,0.016304348,0.27173913,0.690217391,1,0,0,0.728187919,0.218120805,1071,0,0,0.893853568,0.106146432,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5694,NEERIM EAST ROAD,NEERIM EAST,ROAD,0.203821656,0.095541401,0.175159236,0.25477707,0.742038217,0.270700637,0.939490446,0.426966292,0.449438202,0.112359551,0.026315789,0.342105263,0.596491228,1,0,0,0.642276423,0.349593496,992,0.008669589,0,0.177821003,0,0.117996981,2,non-Intersection,0,0,1,0,0,non-Blackspot
5186,CLARENDON-LAL LAL ROAD,CLARENDON-LAL LAL,ROAD,0.230769231,0.081196581,0.175213675,0.324786325,0.747863248,0.188034188,0.897119342,0.424242424,0.424242424,0.090909091,0,0.155844156,0.805194805,0.963414634,0,0,0.694444444,0.287037037,989,0,0,0,0,1,0,Intersection,0,0,0,0,0,non-Blackspot
8690,CAMERON STREET,CAMERON,STREET,0.087264151,0.070754717,0.117924528,0.271226415,0.884433962,0.452830189,0.758139535,0.589473684,0.252631579,0.157894737,0.073684211,0.547368421,0.331578947,1,0,0,0.582089552,0.305970149,872,0,0,0.976709104,0.010989385,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
573,BACCHUS MARSH ROAD,BACCHUS MARSH,ROAD,0.21589404,0.141721854,0.312582781,0.201324503,0.741721854,0.128476821,0.797940798,0.401869159,0.518691589,0.126168224,0.011450382,0.22519084,0.721374046,1,0,0,0.713924051,0.265822785,1032,0,0,0,0,1,0,Intersection,0,0,0,1,0,Blackspot
5922,OLD SALE ROAD,OLD SALE,ROAD,0.208955224,0.108208955,0.171641791,0.335820896,0.73880597,0.175373134,0.868421053,0.61038961,0.402597403,0.077922078,0,0.130952381,0.869047619,1,0,0,0.598591549,0.345070423,1062,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2303,CLARKES ROAD,CLARKES,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3497,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.117794486,0.062656642,0.15037594,0.280701754,0.862155388,0.388471178,0.849246231,0.633663366,0.267326733,0.128712871,0.058441558,0.38961039,0.512987013,0.952702703,0.047297297,0,0.689189189,0.297297297,1017,0,0,0.926079615,0.073920385,0,0,Intersection,0,0,0,0,0,non-Blackspot
7746,BRUNTONS BRIDGE ROAD,BRUNTONS BRIDGE,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0,0.891165281,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
14,OLD BLACKWOOD ROAD,OLD BLACKWOOD,ROAD,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7603,MURRAY STREET,MURRAY,STREET,0.179954442,0.123006834,0.184510251,0.309794989,0.792710706,0.202733485,0.893023256,0.432692308,0.394230769,0.153846154,0.058479532,0.34502924,0.543859649,0.894117647,0.088235294,0,0.668539326,0.286516854,917,0.635450505,0,0.358731218,0,0.005818278,4,non-Intersection,0,0,0,0,1,non-Blackspot
5777,FOREST ROAD,FOREST,ROAD,0.134375,0.128125,0.19375,0.334375,0.825,0.209375,0.907643312,0.505617978,0.370786517,0.101123596,0,0.208695652,0.765217391,0.882352941,0,0,0.672955975,0.320754717,978,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2840,SHEARWATER DRIVE,SHEARWATER,DRIVE,0.106280193,0.057971014,0.111111111,0.314009662,0.835748792,0.410628019,0.897674419,0.677966102,0.271186441,0.06779661,0.036585366,0.304878049,0.658536585,1,0,0,0.727272727,0.220779221,1050,0,0,0.975354865,0.024645135,0,2,non-Intersection,0,0,0,0,0,non-Blackspot
1693,BLACKS ROAD,BLACKS,ROAD,0.205555556,0.108333333,0.213888889,0.288888889,0.761111111,0.183333333,0.960893855,0.519230769,0.413461538,0.115384615,0,0.174242424,0.825757576,0.977777778,0,0,0.6,0.39,1044,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
9977,PRINCES WAY,PRINCES,WAY,0.170542636,0.102713178,0.164728682,0.348837209,0.796511628,0.213178295,0.908382066,0.480263158,0.473684211,0.046052632,0,0.13836478,0.842767296,1,0,0,0.589211618,0.385892116,1016,0,0,0.827505185,0.172494815,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
8203,HEYWOODS ROAD,HEYWOODS,ROAD,0.203448276,0.072413793,0.175862069,0.34137931,0.772413793,0.206896552,0.923333333,0.523809524,0.404761905,0.047619048,0,0.155963303,0.816513761,1,0,0,0.729166667,0.305555556,1035,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6548,BLOOMFIELD ROAD,BLOOMFIELD,ROAD,0.194244604,0.086330935,0.183453237,0.298561151,0.78057554,0.237410072,0.898876404,0.50617284,0.419753086,0.111111111,0.032608696,0.206521739,0.760869565,1,0,0,0.661417323,0.330708661,1063,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
8904,LOMANDRA DRIVE,LOMANDRA,DRIVE,0.218053927,0.080890973,0.256740914,0.237983587,0.74912075,0.206330598,0.886946387,0.466666667,0.333333333,0.179166667,0.01875,0.3875,0.5375,0.959119497,0.025157233,0,0.661971831,0.329577465,959,0,0,0.985337646,0.014662354,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5522,TARAGO ROAD,TARAGO,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7896,GLENELG HIGHWAY,GLENELG,HIGHWAY,0.142118863,0.090439276,0.209302326,0.328165375,0.816537468,0.22997416,0.896464646,0.48245614,0.254385965,0.149122807,0.035502959,0.307692308,0.603550296,1,0,0,0.532846715,0.394160584,891,0,0,0.99974874,0.00025126,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7383,LOWNDES ROAD,LOWNDES,ROAD,0.19017094,0.168803419,0.177350427,0.301282051,0.762820513,0.162393162,0.910447761,0.4,0.503703704,0.096296296,0,0.082758621,0.889655172,1,0,0,0.540909091,0.436363636,995,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2190,CEMETERY ROAD,CEMETERY,ROAD,0.206521739,0.101449275,0.188405797,0.344202899,0.759057971,0.15942029,0.940433213,0.387283237,0.514450867,0.098265896,0,0.128865979,0.850515464,0.984375,0,0,0.775510204,0.221088435,1099,0,0,0.544893623,0,0.455106377,0,non-Intersection,0,0,0,0,0,Blackspot
3515,GENISTA STREET,GENISTA,STREET,0.117794486,0.062656642,0.15037594,0.280701754,0.862155388,0.388471178,0.849246231,0.633663366,0.267326733,0.128712871,0.058441558,0.38961039,0.512987013,0.952702703,0.047297297,0,0.689189189,0.297297297,1017,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
3274,LYNCHE ROAD,LYNCHE,ROAD,0.150684932,0.109589041,0.146118721,0.381278539,0.796803653,0.212328767,0.87755102,0.453781513,0.394957983,0.100840336,0.01875,0.1875,0.71875,1,0,0,0.531578947,0.410526316,929,0,0,0,0,1,0,Intersection,0,0,0,0,0,Blackspot
646,EAST MADDINGLEY ROAD,EAST MADDINGLEY,ROAD,0.21589404,0.141721854,0.312582781,0.201324503,0.741721854,0.128476821,0.797940798,0.401869159,0.518691589,0.126168224,0.011450382,0.22519084,0.721374046,1,0,0,0.713924051,0.265822785,1032,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
916,MANNARA ROAD,MANNARA,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
9686,STEIGLITZ STREET,STEIGLITZ,STREET,0.172955975,0.097484277,0.20754717,0.286163522,0.798742138,0.235849057,0.901587302,0.3875,0.3,0.25,0.053846154,0.484615385,0.392307692,0.840909091,0.128787879,0.03030303,0.623853211,0.311926606,896,0.460571576,0,0.539428424,0,0,2,Intersection,0,0,0,0,0,Blackspot
6398,DARNUM-SHADY CREEK ROAD,DARNUM-SHADY CREEK,ROAD,0.2228739,0.137829912,0.193548387,0.263929619,0.700879765,0.181818182,0.93452381,0.388888889,0.488888889,0.122222222,0,0.166666667,0.803921569,1,0,0,0.624203822,0.299363057,1022,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2546,RAMSAY STREET,RAMSAY,STREET,0.182795699,0.069892473,0.182795699,0.315412186,0.783154122,0.249103943,0.929577465,0.483443709,0.38410596,0.119205298,0.057416268,0.368421053,0.535885167,0.906103286,0.0657277,0,0.712121212,0.303030303,1038,0,0,0.568696581,0.431303419,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2047,FOLLETT STREET,FOLLETT,STREET,0.184331797,0.078341014,0.268817204,0.296466974,0.795698925,0.172043011,0.868778281,0.411764706,0.417647059,0.152941176,0.024691358,0.345679012,0.617283951,0.83203125,0.1484375,0.01953125,0.745033113,0.251655629,1039,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4573,TIERNEYS ROAD,TIERNEYS,ROAD,0.213973799,0.148471616,0.213973799,0.262008734,0.76419214,0.161572052,0.970833333,0.298245614,0.614035088,0.052631579,0.034482759,0.206896552,0.712643678,0.944444444,0,0.055555556,0.508333333,0.333333333,970,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3249,VENTNOR BEACH ROAD,VENTNOR BEACH,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
2508,WEIR STREET,WEIR,STREET,0.164933135,0.093610698,0.170876672,0.285289747,0.808320951,0.285289747,0.918008785,0.387878788,0.418181818,0.157575758,0.040816327,0.4,0.526530612,0.956,0.012,0.032,0.671232877,0.304794521,1008,0,0,0.709879971,0.290120029,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
1245,STEIGLITZ ROAD,STEIGLITZ,ROAD,0.166666667,0.072649573,0.162393162,0.431623932,0.803418803,0.166666667,0.942982456,0.452054795,0.424657534,0.095890411,0,0.195652174,0.77173913,1,0,0,0.661290323,0.298387097,1022,0,0,0,0,1,0,non-Intersection,0,0,0,1,0,non-Blackspot
6114,PRINCES WAY,PRINCES,WAY,0.211401425,0.104513064,0.280285036,0.228028504,0.760095012,0.175771971,0.88277512,0.38,0.34,0.3,0.070063694,0.401273885,0.464968153,0.894736842,0.046052632,0.059210526,0.5,0.49375,858,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,Blackspot
5416,YARRA JUNCTION-NOOJEE ROAD,YARRA JUNCTION-NOOJEE,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
7916,BROOKE STREET,BROOKE,STREET,0.142118863,0.090439276,0.209302326,0.328165375,0.816537468,0.22997416,0.896464646,0.48245614,0.254385965,0.149122807,0.035502959,0.307692308,0.603550296,1,0,0,0.532846715,0.394160584,891,0,0,0.831093705,0,0.168906295,0,non-Intersection,0,0,0,0,0,non-Blackspot
6603,ALFRED STREET,ALFRED,STREET,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0.129533235,0.488281563,0.190476282,0.000102106,0,4,non-Intersection,0,0,0,0,1,Blackspot
215,OLD WESTERN HIGHWAY,OLD WESTERN,HIGHWAY,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,0,1,0,Intersection,0,0,0,0,0,non-Blackspot
4294,BIRT STREET,BIRT,STREET,0.111662531,0.066997519,0.17617866,0.275434243,0.851116625,0.369727047,0.851116625,0.5625,0.276785714,0.089285714,0.06010929,0.393442623,0.513661202,0.954545455,0,0,0.683870968,0.290322581,982,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
8878,OCEANIC DRIVE,OCEANIC,DRIVE,0.242990654,0.06141522,0.230974633,0.189586115,0.723631509,0.275033378,0.906504065,0.436781609,0.436781609,0.114942529,0.014018692,0.313084112,0.658878505,0.968181818,0.031818182,0,0.712643678,0.256704981,1024,0,0,0.886866646,0,0.113133354,0,non-Intersection,0,0,0,0,0,non-Blackspot
8591,CAREYS ROAD,CAREYS,ROAD,0.272727273,0.090909091,0.247648903,0.300940439,0.677115987,0.087774295,0.926605505,0.333333333,0.411111111,0.244444444,0,0.256880734,0.71559633,1,0,0,0.508196721,0.483606557,929,0,0,0.582983233,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
9102,DONALD MCLEANS ROAD,DONALD MCLEANS,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0.518577641,0.453775925,0,non-Intersection,0,0,0,0,0,non-Blackspot
1682,BUCKLEY ROAD N,BUCKLEY,ROAD,0.175040519,0.142625608,0.160453809,0.369529984,0.761750405,0.152350081,0.90923825,0.402234637,0.491620112,0.05027933,0,0.157068063,0.816753927,1,0,0,0.665653495,0.328267477,1061,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
5622,SEVEN MILE CREEK ROAD,SEVEN MILE CREEK,ROAD,0.199115044,0.088495575,0.181415929,0.376106195,0.761061947,0.154867257,0.852941176,0.5,0.287878788,0.060606061,0,0.231707317,0.768292683,1,0,0,0.710743802,0.314049587,1047,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7283,TENNYSON STREET,TENNYSON,STREET,0.199556541,0.12195122,0.22616408,0.317073171,0.753880266,0.135254989,0.871396896,0.411290323,0.411290323,0.169354839,0.01910828,0.203821656,0.738853503,0.974842767,0,0,0.602040816,0.423469388,986,0,0,0.776512208,0.20819469,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
6286,MCKINDLAY STREET,MCKINDLAY,STREET,0.204379562,0.133211679,0.273722628,0.231751825,0.75,0.156934307,0.885662432,0.429577465,0.443661972,0.147887324,0.035353535,0.308080808,0.595959596,0.870192308,0.052884615,0.076923077,0.546255507,0.400881057,953,0,0,0.850632759,0,0,0,non-Intersection,0,0,0,1,0,non-Blackspot
9788,GREENDALE-MYRNIONG ROAD,GREENDALE-MYRNIONG,ROAD,0.221238938,0.12979351,0.212389381,0.274336283,0.722713864,0.162241888,0.917682927,0.410526316,0.505263158,0.063157895,0,0.12962963,0.833333333,1,0,0,0.606666667,0.373333333,1053,0,0,0.342561794,0,0.58260939,0,Intersection,0,0,0,0,0,non-Blackspot
6773,GORDON ROAD,GORDON,ROAD,0.165137615,0.137614679,0.19266055,0.394495413,0.802752294,0.110091743,0.939130435,0.428571429,0.4,0.128571429,0.0375,0.1625,0.7625,1,0,0,0.62601626,0.333333333,1012,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
1609,RAILWAY STREET,RAILWAY,STREET,0.205816555,0.100671141,0.266219239,0.281879195,0.767337808,0.14541387,0.96043956,0.390625,0.4609375,0.1328125,0.031055901,0.267080745,0.701863354,0.981595092,0.018404908,0,0.557603687,0.442396313,980,0,0,0.162219554,0.225696628,0.612083818,1,non-Intersection,0,0,0,0,0,non-Blackspot
9515,BELLS BEACH ROAD,BELLS BEACH,ROAD,0.182539683,0.142857143,0.134920635,0.325396825,0.738095238,0.214285714,0.94488189,0.484848485,0.606060606,0.090909091,0,0.138888889,0.861111111,1,0,0,0.698412698,0.26984127,1094,0,0,0,0.568196381,0.302494738,0,non-Intersection,0,0,0,0,0,non-Blackspot
8844,DILLWYNIA STREET,DILLWYNIA,STREET,0.147058824,0.117647059,0.205882353,0.411764706,0.81372549,0.117647059,0.911504425,0.444444444,0.518518519,0,0.073170732,0.292682927,0.634146341,0.923076923,0,0,0.62962963,0.351851852,1045,0,0,0.350770913,0.412598587,0.2366305,0,non-Intersection,0,0,0,0,0,non-Blackspot
6145,LILLICO ROAD,LILLICO,ROAD,0.218074656,0.143418468,0.266208251,0.260314342,0.729862475,0.111984283,0.857847976,0.409722222,0.46875,0.111111111,0,0.202416918,0.779456193,1,0,0,0.657943925,0.342056075,1044,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
8899,ARMYTAGE STREET,ARMYTAGE,STREET,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0,0,0.831914347,0.168085653,0,3,non-Intersection,0,0,0,1,0,non-Blackspot
9124,MCKEES ROAD,MCKEES,ROAD,0.185303514,0.102236422,0.194888179,0.348242812,0.757188498,0.169329073,0.950310559,0.505154639,0.360824742,0.103092784,0,0.177570093,0.785046729,1,0,0,0.641221374,0.305343511,1001,0,0,0,0.683323066,0.316676934,0,non-Intersection,0,0,0,0,0,non-Blackspot
1537,HAMILTON HIGHWAY,HAMILTON,HIGHWAY,0.268758527,0.070941337,0.312414734,0.263301501,0.708049113,0.084583902,0.941340782,0.380487805,0.590243902,0.048780488,0,0.133603239,0.834008097,1,0,0,0.605128205,0.38974359,1085,0,0,0,0,1,0,non-Intersection,0,0,0,1,0,non-Blackspot
786,STAFFORDSHIRE REEF ROAD,STAFFORDSHIRE REEF,ROAD,0.185303514,0.102236422,0.194888179,0.348242812,0.757188498,0.169329073,0.950310559,0.505154639,0.360824742,0.103092784,0,0.177570093,0.785046729,1,0,0,0.641221374,0.305343511,1001,0,0,0,0.470177003,0.529822997,0,non-Intersection,0,0,0,0,0,non-Blackspot
4572,RACECOURSE ROAD,RACECOURSE,ROAD,0.180327869,0.12704918,0.198770492,0.342213115,0.75,0.151639344,0.916,0.489795918,0.414965986,0.102040816,0,0.173652695,0.80239521,1,0,0,0.685258964,0.342629482,1032,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,Blackspot
9399,CERVI ROAD,CERVI,ROAD,0.196428571,0.116071429,0.183035714,0.290178571,0.776785714,0.214285714,0.926267281,0.571428571,0.464285714,0,0,0.15625,0.84375,1,0,0,0.612903226,0.268817204,979,0,0,0,0.696314453,0.303685547,0,non-Intersection,0,0,0,0,0,non-Blackspot
4403,BLAKEVILLE ROAD,BLAKEVILLE,ROAD,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,0.968624132,0.031375868,0,non-Intersection,0,0,0,0,0,non-Blackspot
8285,BENNIE CREEK ROAD,BENNIE CREEK,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0,0.933406243,0.066593757,0,non-Intersection,0,0,0,0,0,non-Blackspot
7788,ROSATOS ROAD,ROSATOS,ROAD,0.175324675,0.087662338,0.198051948,0.340909091,0.762987013,0.198051948,0.912751678,0.512820513,0.435897436,0.128205128,0,0.171428571,0.8,1,0,0,0.658730159,0.349206349,992,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
4016,BILLSON STREET,BILLSON,STREET,0.087264151,0.070754717,0.117924528,0.271226415,0.884433962,0.452830189,0.758139535,0.589473684,0.252631579,0.157894737,0.073684211,0.547368421,0.331578947,1,0,0,0.582089552,0.305970149,872,0,0,0.950759186,0.030224078,0,0,Intersection,0,0,0,1,0,Blackspot
7549,POWLETT STREET,POWLETT,STREET,0.228632479,0.123931624,0.294871795,0.247863248,0.728632479,0.104700855,0.91684435,0.349206349,0.388888889,0.238095238,0.015306122,0.392857143,0.525510204,0.97044335,0,0,0.509174312,0.426605505,892,0,0,0.994224047,0.005775953,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
